Index,Date,Symbol,Open,High,Low,Close
57,2013-06-24,BTC,107.900000,108.330000,100.980000,102.740000
58,2013-06-25,BTC,102.090000,106.470000,101.010000,103.950000
59,2013-06-26,BTC,103.330000,105.490000,102.790000,104.000000
60,2013-06-27,BTC,104.000000,104.000000,101.100000,101.440000
61,2013-06-28,BTC,101.740000,101.740000,92.330000,94.650000
62,2013-06-29,BTC,94.660000,99.990000,93.000000,94.990000
63,2013-06-30,BTC,95.000000,98.120000,94.220000,96.610000
64,2013-07-01,BTC,97.510000,97.660000,86.300000,88.050000
65,2013-07-02,BTC,88.050000,92.300000,87.510000,90.130000
66,2013-07-03,BTC,90.400000,90.980000,76.980000,77.530000
67,2013-07-04,BTC,78.890000,83.110000,72.000000,80.530000
68,2013-07-05,BTC,79.990000,80.000000,65.530000,68.430000
69,2013-07-06,BTC,68.500000,75.000000,66.820000,70.280000
70,2013-07-07,BTC,68.750000,74.560000,66.620000,74.560000
71,2013-07-08,BTC,76.500000,80.000000,72.600000,76.520000
72,2013-07-09,BTC,76.000000,78.300000,72.520000,76.690000
73,2013-07-10,BTC,76.720000,87.000000,76.200000,86.760000
74,2013-07-11,BTC,88.000000,90.280000,85.080000,88.980000
75,2013-07-12,BTC,88.980000,104.000000,88.170000,93.590000
76,2013-07-13,BTC,93.990000,98.250000,88.060000,98.130000
77,2013-07-14,BTC,98.700000,98.700000,92.860000,94.690000
78,2013-07-15,BTC,93.610000,101.900000,93.110000,98.400000
79,2013-07-16,BTC,98.890000,99.860000,96.140000,97.450000
80,2013-07-17,BTC,96.710000,99.970000,96.180000,98.500000
81,2013-07-18,BTC,98.500000,98.800000,86.200000,90.580000
82,2013-07-19,BTC,90.070000,95.200000,87.800000,92.170000
83,2013-07-20,BTC,92.000000,93.100000,89.270000,89.390000
84,2013-07-21,BTC,89.820000,91.950000,88.000000,90.760000
85,2013-07-22,BTC,92.000000,92.000000,90.080000,91.610000
86,2013-07-23,BTC,91.600000,96.820000,91.600000,95.560000
87,2013-07-24,BTC,95.560000,95.990000,93.000000,94.510000
88,2013-07-25,BTC,94.500000,97.330000,93.870000,96.900000
89,2013-07-26,BTC,96.950000,97.470000,96.000000,96.020000
90,2013-07-27,BTC,96.020000,97.000000,93.000000,94.120000
91,2013-07-28,BTC,94.400000,100.580000,94.000000,99.760000
92,2013-07-29,BTC,98.600000,102.500000,98.460000,101.200000
93,2013-07-30,BTC,101.490000,107.990000,100.470000,107.990000
94,2013-07-31,BTC,107.950000,111.340000,103.880000,106.090000
95,2013-08-01,BTC,106.210000,108.000000,103.010000,104.000000
96,2013-08-02,BTC,104.860000,108.000000,101.210000,104.500000
97,2013-08-03,BTC,104.500000,105.780000,102.000000,104.000000
98,2013-08-04,BTC,104.950000,105.950000,103.520000,105.140000
99,2013-08-05,BTC,105.120000,107.770000,105.000000,106.220000
100,2013-08-06,BTC,106.720000,107.380000,105.560000,106.750000
101,2013-08-07,BTC,106.750000,106.750000,106.750000,106.750000
102,2013-08-08,BTC,106.750000,106.750000,101.260000,103.000000
103,2013-08-09,BTC,103.070000,105.750000,101.930000,102.800000
104,2013-08-10,BTC,102.800000,103.900000,102.410000,103.000000
105,2013-08-11,BTC,103.000000,105.190000,102.750000,105.000000
106,2013-08-12,BTC,105.000000,108.000000,103.500000,106.640000
107,2013-08-13,BTC,106.990000,109.350000,104.650000,109.000000
108,2013-08-14,BTC,109.560000,115.000000,108.000000,112.560000
109,2013-08-15,BTC,112.560000,113.250000,109.000000,109.990000
110,2013-08-16,BTC,110.000000,112.300000,108.520000,108.990000
111,2013-08-17,BTC,108.990000,113.750000,108.220000,113.500000
112,2013-08-18,BTC,112.750000,114.690000,112.000000,113.500000
113,2013-08-19,BTC,113.380000,123.060000,111.770000,119.000000
114,2013-08-20,BTC,119.000000,123.010000,117.510000,121.210000
115,2013-08-21,BTC,121.210000,124.910000,119.680000,123.300000
116,2013-08-22,BTC,123.300000,123.500000,120.600000,121.150000
117,2013-08-23,BTC,122.000000,122.000000,118.440000,118.500000
118,2013-08-24,BTC,118.510000,121.390000,118.020000,120.040000
119,2013-08-25,BTC,119.600000,122.990000,119.170000,122.110000
120,2013-08-26,BTC,122.110000,122.750000,119.930000,120.060000
121,2013-08-27,BTC,120.070000,127.240000,120.070000,126.500000
122,2013-08-28,BTC,126.480000,127.320000,122.620000,122.620000
123,2013-08-29,BTC,122.620000,123.700000,122.210000,122.390000
124,2013-08-30,BTC,122.350000,135.750000,120.990000,133.490000
125,2013-08-31,BTC,133.090000,140.890000,132.720000,135.350000
126,2013-09-01,BTC,135.140000,145.810000,134.810000,138.340000
127,2013-09-02,BTC,138.630000,146.500000,134.890000,135.850000
128,2013-09-03,BTC,135.610000,138.340000,133.000000,136.770000
129,2013-09-04,BTC,136.530000,144.500000,123.610000,126.740000
130,2013-09-05,BTC,126.760000,131.440000,121.830000,126.430000
131,2013-09-06,BTC,126.490000,127.340000,119.150000,119.150000
132,2013-09-07,BTC,118.890000,125.940000,118.460000,124.150000
133,2013-09-08,BTC,124.130000,124.720000,120.490000,121.660000
134,2013-09-09,BTC,121.860000,129.060000,119.750000,127.110000
135,2013-09-10,BTC,127.270000,129.740000,125.900000,125.910000
136,2013-09-11,BTC,125.890000,137.830000,123.270000,135.250000
137,2013-09-12,BTC,135.550000,136.080000,131.810000,133.130000
138,2013-09-13,BTC,132.830000,137.580000,132.270000,134.980000
139,2013-09-14,BTC,135.010000,135.850000,128.870000,129.220000
140,2013-09-15,BTC,129.400000,131.440000,128.260000,130.370000
141,2013-09-16,BTC,130.860000,132.720000,129.770000,131.720000
142,2013-09-17,BTC,131.590000,132.760000,124.890000,131.660000
143,2013-09-18,BTC,131.710000,133.200000,130.540000,131.470000
144,2013-09-19,BTC,131.370000,131.770000,128.450000,129.650000
145,2013-09-20,BTC,129.700000,135.620000,126.680000,127.040000
146,2013-09-21,BTC,126.950000,128.610000,126.240000,127.430000
147,2013-09-22,BTC,127.870000,133.940000,126.590000,129.120000
148,2013-09-23,BTC,128.980000,132.730000,125.660000,125.950000
149,2013-09-24,BTC,126.050000,127.460000,125.390000,127.250000
150,2013-09-25,BTC,127.380000,129.690000,127.330000,128.220000
151,2013-09-26,BTC,128.210000,134.930000,127.320000,128.380000
152,2013-09-27,BTC,128.940000,134.740000,128.490000,133.780000
153,2013-09-28,BTC,133.770000,135.630000,132.560000,134.780000
154,2013-09-29,BTC,134.900000,140.610000,134.710000,137.340000
155,2013-09-30,BTC,137.150000,138.350000,130.270000,133.000000
156,2013-10-01,BTC,132.680000,134.630000,131.550000,132.180000
157,2013-10-02,BTC,132.050000,133.590000,102.250000,114.130000
158,2013-10-03,BTC,114.450000,123.630000,111.820000,123.630000
159,2013-10-04,BTC,123.410000,130.090000,123.410000,129.010000
160,2013-10-05,BTC,128.630000,130.440000,128.030000,128.550000
161,2013-10-06,BTC,128.360000,129.660000,126.150000,129.000000
162,2013-10-07,BTC,129.430000,130.270000,126.360000,126.940000
163,2013-10-08,BTC,126.740000,127.470000,124.710000,126.000000
164,2013-10-09,BTC,125.850000,131.750000,125.580000,130.690000
165,2013-10-10,BTC,130.670000,131.500000,129.260000,130.590000
166,2013-10-11,BTC,130.750000,131.810000,129.640000,130.900000
167,2013-10-12,BTC,130.900000,135.660000,130.560000,135.190000
168,2013-10-13,BTC,135.190000,138.660000,134.550000,138.130000
169,2013-10-14,BTC,139.270000,144.120000,138.900000,140.520000
170,2013-10-15,BTC,140.770000,145.390000,139.130000,145.240000
171,2013-10-16,BTC,145.650000,152.230000,142.430000,142.550000
172,2013-10-17,BTC,142.410000,147.420000,142.410000,146.250000
173,2013-10-18,BTC,146.370000,155.960000,145.570000,155.960000
174,2013-10-19,BTC,155.910000,177.480000,155.700000,172.420000
175,2013-10-20,BTC,171.660000,174.910000,168.950000,174.610000
176,2013-10-21,BTC,174.800000,184.820000,174.800000,182.210000
177,2013-10-22,BTC,182.650000,196.270000,182.650000,193.760000
178,2013-10-23,BTC,193.360000,213.620000,192.380000,213.620000
179,2013-10-24,BTC,214.300000,217.420000,168.520000,198.230000
180,2013-10-25,BTC,197.690000,198.870000,168.500000,186.690000
181,2013-10-26,BTC,187.450000,188.410000,175.750000,177.320000
182,2013-10-27,BTC,176.600000,196.440000,176.600000,196.440000
183,2013-10-28,BTC,196.210000,198.620000,192.060000,198.550000
184,2013-10-29,BTC,198.550000,204.790000,198.550000,204.390000
185,2013-10-30,BTC,204.390000,209.160000,199.970000,199.970000
186,2013-10-31,BTC,199.830000,205.180000,198.850000,204.000000
187,2013-11-01,BTC,203.900000,206.650000,202.130000,206.180000
188,2013-11-02,BTC,205.810000,207.760000,201.650000,206.220000
189,2013-11-03,BTC,205.990000,215.050000,203.990000,215.050000
190,2013-11-04,BTC,214.660000,231.010000,213.940000,229.100000
191,2013-11-05,BTC,229.210000,250.660000,226.220000,245.240000
192,2013-11-06,BTC,244.780000,263.000000,244.780000,262.500000
193,2013-11-07,BTC,261.680000,304.170000,261.550000,296.410000
194,2013-11-08,BTC,297.850000,338.660000,296.930000,338.110000
195,2013-11-09,BTC,338.580000,370.820000,319.710000,339.110000
196,2013-11-10,BTC,348.820000,350.700000,277.240000,326.620000
197,2013-11-11,BTC,325.410000,351.270000,311.780000,342.440000
198,2013-11-12,BTC,343.060000,362.810000,342.800000,360.330000
199,2013-11-13,BTC,360.970000,414.050000,359.800000,407.370000
200,2013-11-14,BTC,406.410000,425.900000,395.190000,420.200000
201,2013-11-15,BTC,419.410000,437.890000,396.110000,417.950000
202,2013-11-16,BTC,417.280000,450.260000,415.570000,440.220000
203,2013-11-17,BTC,440.960000,500.580000,440.240000,492.110000
204,2013-11-18,BTC,496.580000,703.780000,494.940000,703.560000
205,2013-11-19,BTC,712.760000,806.110000,456.390000,584.610000
206,2013-11-20,BTC,577.980000,599.650000,448.450000,590.830000
207,2013-11-21,BTC,594.320000,733.400000,577.290000,722.430000
208,2013-11-22,BTC,724.070000,780.850000,668.130000,771.440000
209,2013-11-23,BTC,771.700000,844.970000,771.700000,797.820000
210,2013-11-24,BTC,795.630000,807.360000,722.870000,774.250000
211,2013-11-25,BTC,773.020000,810.680000,754.430000,799.110000
212,2013-11-26,BTC,805.730000,928.540000,800.800000,928.100000
213,2013-11-27,BTC,923.850000,1001.960000,891.680000,1001.960000
214,2013-11-28,BTC,1003.380000,1077.560000,962.170000,1031.950000
215,2013-11-29,BTC,1042.010000,1146.970000,1000.640000,1131.970000
216,2013-11-30,BTC,1129.370000,1156.140000,1106.610000,1129.430000
217,2013-12-01,BTC,1128.920000,1133.080000,801.820000,955.850000
218,2013-12-02,BTC,951.420000,1055.420000,938.410000,1043.330000
219,2013-12-03,BTC,1046.400000,1096.000000,1011.210000,1078.280000
220,2013-12-04,BTC,1077.580000,1156.120000,1070.160000,1151.170000
221,2013-12-05,BTC,1152.730000,1154.360000,897.110000,1045.110000
222,2013-12-06,BTC,1042.380000,1042.380000,829.450000,829.450000
223,2013-12-07,BTC,835.320000,854.640000,640.220000,698.230000
224,2013-12-08,BTC,697.310000,802.510000,670.880000,795.870000
225,2013-12-09,BTC,793.800000,921.930000,780.900000,893.190000
226,2013-12-10,BTC,892.320000,997.230000,892.320000,988.510000
227,2013-12-11,BTC,989.070000,1001.580000,834.230000,878.480000
228,2013-12-12,BTC,882.780000,901.940000,844.950000,873.260000
229,2013-12-13,BTC,874.980000,941.790000,860.050000,892.580000
230,2013-12-14,BTC,899.850000,904.650000,858.360000,872.600000
231,2013-12-15,BTC,875.290000,886.160000,825.000000,876.120000
232,2013-12-16,BTC,880.330000,882.250000,668.250000,705.970000
233,2013-12-17,BTC,706.370000,754.830000,630.880000,682.120000
234,2013-12-18,BTC,678.200000,679.320000,420.510000,522.700000
235,2013-12-19,BTC,519.060000,707.230000,502.890000,691.960000
236,2013-12-20,BTC,694.220000,729.160000,595.330000,625.320000
237,2013-12-21,BTC,619.900000,654.270000,579.170000,605.660000
238,2013-12-22,BTC,601.780000,666.740000,585.640000,617.180000
239,2013-12-23,BTC,613.060000,680.910000,611.040000,673.410000
240,2013-12-24,BTC,672.360000,684.390000,645.710000,665.580000
241,2013-12-25,BTC,666.310000,682.700000,649.480000,682.210000
242,2013-12-26,BTC,683.940000,777.750000,683.940000,761.980000
243,2013-12-27,BTC,763.280000,777.510000,713.600000,735.070000
244,2013-12-28,BTC,737.980000,747.060000,705.350000,727.830000
245,2013-12-29,BTC,728.050000,748.610000,714.440000,745.050000
246,2013-12-30,BTC,741.350000,766.600000,740.240000,756.130000
247,2013-12-31,BTC,760.320000,760.580000,738.170000,754.010000
248,2014-01-01,BTC,754.970000,775.350000,754.970000,771.400000
249,2014-01-02,BTC,773.440000,820.310000,767.210000,802.390000
250,2014-01-03,BTC,802.850000,834.150000,789.120000,818.720000
251,2014-01-04,BTC,823.270000,859.510000,801.670000,859.510000
252,2014-01-05,BTC,858.550000,952.400000,854.520000,933.530000
253,2014-01-06,BTC,936.050000,1017.120000,905.710000,953.290000
254,2014-01-07,BTC,946.490000,965.740000,802.000000,802.000000
255,2014-01-08,BTC,795.990000,870.680000,776.180000,842.720000
256,2014-01-09,BTC,841.470000,864.360000,804.140000,846.860000
257,2014-01-10,BTC,846.690000,871.190000,822.600000,868.480000
258,2014-01-11,BTC,867.320000,921.480000,861.720000,913.950000
259,2014-01-12,BTC,919.600000,928.520000,851.170000,863.220000
260,2014-01-13,BTC,860.190000,861.290000,806.050000,841.200000
261,2014-01-14,BTC,843.170000,855.690000,825.660000,833.270000
262,2014-01-15,BTC,833.120000,872.810000,830.860000,860.900000
263,2014-01-16,BTC,860.290000,866.160000,835.630000,835.630000
264,2014-01-17,BTC,834.490000,842.910000,797.630000,814.640000
265,2014-01-18,BTC,816.070000,841.490000,816.070000,840.000000
266,2014-01-19,BTC,839.660000,870.960000,825.530000,870.960000
267,2014-01-20,BTC,871.390000,886.390000,853.870000,870.200000
268,2014-01-21,BTC,869.650000,881.200000,855.930000,863.910000
269,2014-01-22,BTC,867.210000,870.150000,837.360000,845.590000
270,2014-01-23,BTC,845.460000,851.570000,819.320000,822.040000
271,2014-01-24,BTC,822.430000,822.430000,783.580000,797.070000
272,2014-01-25,BTC,796.240000,861.450000,792.960000,853.610000
273,2014-01-26,BTC,853.680000,897.020000,844.860000,885.280000
274,2014-01-27,BTC,884.600000,893.000000,757.110000,771.390000
275,2014-01-28,BTC,774.020000,832.500000,766.980000,812.510000
276,2014-01-29,BTC,809.960000,836.870000,809.850000,826.000000
277,2014-01-30,BTC,826.020000,830.500000,799.060000,819.030000
278,2014-01-31,BTC,818.430000,831.870000,812.600000,829.920000
279,2014-02-01,BTC,828.610000,853.520000,827.110000,832.580000
280,2014-02-02,BTC,832.900000,844.720000,820.670000,825.370000
281,2014-02-03,BTC,824.080000,826.480000,807.220000,823.830000
282,2014-02-04,BTC,823.770000,840.170000,820.940000,827.960000
283,2014-02-05,BTC,829.960000,837.320000,811.910000,811.910000
284,2014-02-06,BTC,815.590000,819.810000,770.590000,781.550000
285,2014-02-07,BTC,783.200000,783.200000,654.350000,712.400000
286,2014-02-08,BTC,699.570000,721.820000,661.870000,673.920000
287,2014-02-09,BTC,671.460000,712.270000,655.250000,682.900000
288,2014-02-10,BTC,681.320000,703.710000,550.500000,681.030000
289,2014-02-11,BTC,683.500000,712.460000,636.660000,672.170000
290,2014-02-12,BTC,672.380000,672.900000,643.040000,651.720000
291,2014-02-13,BTC,651.080000,657.990000,601.910000,605.240000
292,2014-02-14,BTC,601.170000,691.720000,541.040000,661.990000
293,2014-02-15,BTC,660.900000,661.840000,632.840000,650.920000
294,2014-02-16,BTC,651.300000,665.100000,584.170000,616.630000
295,2014-02-17,BTC,614.230000,656.950000,607.310000,626.270000
296,2014-02-18,BTC,627.160000,645.760000,612.540000,626.600000
297,2014-02-19,BTC,625.970000,631.770000,618.700000,623.030000
298,2014-02-20,BTC,623.090000,627.730000,556.140000,556.140000
299,2014-02-21,BTC,556.880000,582.960000,530.470000,574.160000
300,2014-02-22,BTC,574.240000,614.480000,558.580000,605.420000
301,2014-02-23,BTC,606.470000,639.910000,599.700000,605.820000
302,2014-02-24,BTC,606.040000,607.610000,538.700000,546.320000
303,2014-02-25,BTC,540.240000,541.380000,420.410000,538.710000
304,2014-02-26,BTC,537.040000,603.800000,532.580000,582.690000
305,2014-02-27,BTC,581.650000,594.050000,566.620000,578.770000
306,2014-02-28,BTC,579.700000,584.140000,545.170000,549.260000
307,2014-03-01,BTC,549.920000,573.380000,539.290000,565.610000
308,2014-03-02,BTC,567.230000,570.480000,553.270000,559.790000
309,2014-03-03,BTC,562.560000,702.910000,560.520000,667.760000
310,2014-03-04,BTC,668.240000,696.220000,655.680000,666.780000
311,2014-03-05,BTC,666.240000,674.280000,646.280000,665.510000
312,2014-03-06,BTC,664.520000,669.770000,649.790000,663.860000
313,2014-03-07,BTC,664.310000,665.340000,616.350000,629.150000
314,2014-03-08,BTC,629.660000,635.140000,604.460000,617.450000
315,2014-03-09,BTC,616.310000,643.950000,612.350000,636.960000
316,2014-03-10,BTC,636.330000,644.760000,615.020000,627.790000
317,2014-03-11,BTC,627.950000,638.420000,618.840000,634.110000
318,2014-03-12,BTC,631.910000,648.030000,629.510000,632.100000
319,2014-03-13,BTC,633.620000,644.200000,630.850000,638.140000
320,2014-03-14,BTC,638.140000,639.530000,627.210000,628.800000
321,2014-03-15,BTC,629.370000,639.140000,627.300000,636.120000
322,2014-03-16,BTC,636.500000,637.520000,628.110000,631.110000
323,2014-03-17,BTC,630.920000,632.680000,616.850000,622.370000
324,2014-03-18,BTC,621.840000,622.390000,603.800000,614.830000
325,2014-03-19,BTC,613.900000,622.000000,609.100000,609.890000
326,2014-03-20,BTC,609.740000,609.740000,587.490000,588.770000
327,2014-03-21,BTC,588.290000,604.590000,561.810000,571.490000
328,2014-03-22,BTC,571.180000,572.550000,554.390000,565.040000
329,2014-03-23,BTC,565.760000,570.240000,560.880000,561.270000
330,2014-03-24,BTC,562.510000,586.560000,551.770000,583.410000
331,2014-03-25,BTC,585.030000,585.440000,572.600000,583.920000
332,2014-03-26,BTC,583.480000,590.030000,570.960000,580.830000
333,2014-03-27,BTC,580.260000,580.560000,471.240000,471.240000
334,2014-03-28,BTC,477.140000,526.020000,473.230000,495.670000
335,2014-03-29,BTC,501.710000,504.860000,489.730000,491.170000
336,2014-03-30,BTC,492.370000,492.370000,444.180000,460.270000
337,2014-03-31,BTC,462.300000,483.020000,443.360000,457.000000
338,2014-04-01,BTC,457.000000,495.340000,457.000000,478.380000
339,2014-04-02,BTC,479.140000,495.050000,431.270000,437.140000
340,2014-04-03,BTC,436.440000,449.570000,414.890000,444.720000
341,2014-04-04,BTC,445.660000,454.650000,429.090000,447.530000
342,2014-04-05,BTC,446.670000,463.570000,444.200000,461.910000
343,2014-04-06,BTC,463.400000,466.320000,452.970000,460.500000
344,2014-04-07,BTC,461.470000,462.560000,445.120000,449.420000
345,2014-04-08,BTC,447.610000,457.420000,446.110000,453.090000
346,2014-04-09,BTC,453.180000,455.730000,441.930000,442.730000
347,2014-04-10,BTC,442.260000,443.370000,358.730000,365.180000
348,2014-04-11,BTC,363.710000,429.770000,351.270000,420.950000
349,2014-04-12,BTC,420.890000,439.610000,415.790000,421.120000
350,2014-04-13,BTC,421.460000,427.400000,395.250000,414.060000
351,2014-04-14,BTC,414.830000,469.750000,407.370000,458.790000
352,2014-04-15,BTC,458.370000,519.000000,453.540000,515.590000
353,2014-04-16,BTC,522.180000,542.380000,502.780000,527.400000
354,2014-04-17,BTC,529.070000,533.520000,484.870000,495.960000
355,2014-04-18,BTC,495.800000,498.600000,472.740000,479.640000
356,2014-04-19,BTC,479.580000,503.550000,470.560000,501.570000
357,2014-04-20,BTC,501.750000,510.870000,490.840000,498.170000
358,2014-04-21,BTC,497.740000,510.570000,493.200000,495.770000
359,2014-04-22,BTC,495.450000,503.220000,487.580000,487.920000
360,2014-04-23,BTC,488.360000,493.250000,485.820000,491.300000
361,2014-04-24,BTC,490.830000,500.460000,482.950000,500.460000
362,2014-04-25,BTC,500.090000,500.300000,442.950000,461.450000
363,2014-04-26,BTC,461.700000,464.540000,449.100000,458.600000
364,2014-04-27,BTC,457.240000,459.330000,436.390000,436.390000
365,2014-04-28,BTC,430.720000,447.530000,422.940000,440.290000
366,2014-04-29,BTC,439.980000,451.640000,435.180000,447.210000
367,2014-04-30,BTC,446.890000,451.100000,436.700000,447.640000
368,2014-05-01,BTC,447.630000,460.610000,447.630000,457.760000
369,2014-05-02,BTC,457.360000,457.930000,443.400000,449.380000
370,2014-05-03,BTC,449.400000,449.400000,430.680000,437.760000
371,2014-05-04,BTC,438.520000,439.770000,430.050000,436.400000
372,2014-05-05,BTC,434.780000,440.970000,427.620000,433.480000
373,2014-05-06,BTC,433.360000,448.040000,423.250000,428.960000
374,2014-05-07,BTC,429.340000,446.130000,428.450000,438.820000
375,2014-05-08,BTC,438.680000,448.400000,438.140000,440.170000
376,2014-05-09,BTC,440.180000,452.690000,440.140000,449.460000
377,2014-05-10,BTC,450.460000,455.770000,448.470000,454.430000
378,2014-05-11,BTC,453.920000,455.340000,433.400000,438.890000
379,2014-05-12,BTC,438.300000,442.260000,434.230000,441.460000
380,2014-05-13,BTC,441.530000,441.980000,436.970000,440.670000
381,2014-05-14,BTC,440.590000,446.660000,440.500000,443.970000
382,2014-05-15,BTC,444.140000,449.800000,443.630000,447.250000
383,2014-05-16,BTC,447.390000,450.660000,444.960000,448.060000
384,2014-05-17,BTC,448.120000,451.980000,447.300000,448.900000
385,2014-05-18,BTC,448.700000,449.770000,444.780000,446.260000
386,2014-05-19,BTC,446.080000,447.550000,443.100000,446.180000
387,2014-05-20,BTC,446.300000,491.440000,446.010000,485.720000
388,2014-05-21,BTC,485.800000,494.370000,483.490000,491.770000
389,2014-05-22,BTC,492.050000,525.360000,490.190000,524.580000
390,2014-05-23,BTC,525.720000,541.960000,520.080000,520.220000
391,2014-05-24,BTC,521.050000,525.170000,516.280000,525.140000
392,2014-05-25,BTC,525.230000,576.480000,525.230000,571.590000
393,2014-05-26,BTC,571.390000,588.390000,565.330000,583.420000
394,2014-05-27,BTC,582.590000,589.520000,554.430000,571.240000
395,2014-05-28,BTC,571.910000,578.620000,564.090000,577.060000
396,2014-05-29,BTC,576.330000,577.100000,561.600000,568.180000
397,2014-05-30,BTC,568.180000,618.460000,568.160000,615.330000
398,2014-05-31,BTC,615.690000,624.720000,604.470000,623.680000
399,2014-06-01,BTC,623.690000,671.510000,619.910000,630.230000
400,2014-06-02,BTC,629.650000,665.500000,618.740000,660.620000
401,2014-06-03,BTC,660.550000,674.110000,650.780000,667.600000
402,2014-06-04,BTC,666.770000,668.560000,624.090000,641.610000
403,2014-06-05,BTC,641.070000,663.530000,640.090000,659.260000
404,2014-06-06,BTC,659.280000,661.370000,652.300000,653.700000
405,2014-06-07,BTC,653.520000,656.940000,644.910000,654.970000
406,2014-06-08,BTC,654.990000,658.880000,653.470000,656.140000
407,2014-06-09,BTC,655.640000,657.700000,644.390000,649.160000
408,2014-06-10,BTC,650.040000,659.610000,646.560000,653.150000
409,2014-06-11,BTC,653.190000,657.040000,632.550000,633.020000
410,2014-06-12,BTC,633.430000,638.110000,573.270000,586.950000
411,2014-06-13,BTC,585.700000,615.140000,585.700000,600.160000
412,2014-06-14,BTC,600.750000,601.270000,549.820000,577.360000
413,2014-06-15,BTC,575.930000,592.940000,554.890000,592.940000
414,2014-06-16,BTC,592.650000,608.720000,587.070000,592.190000
415,2014-06-17,BTC,591.590000,610.890000,590.400000,610.860000
416,2014-06-18,BTC,609.770000,615.880000,604.400000,607.960000
417,2014-06-19,BTC,608.070000,612.240000,597.020000,598.070000
418,2014-06-20,BTC,597.400000,599.750000,587.760000,594.150000
419,2014-06-21,BTC,593.680000,599.460000,587.740000,594.990000
420,2014-06-22,BTC,595.900000,606.000000,594.630000,602.270000
